date,item_name,category,quantity,sales_amount,cost,profit,cost_per_unit
2025-08-31,Eraser,Writing,4,21.91,17.54,4.37,4.39
2025-08-31,Stapler,Accessories,3,464.99,342.59,122.39,114.2
2025-08-31,Folder,Storage,5,301.13,206.19,94.93,41.24
2025-09-01,Pen,Writing,2,20.53,16.22,4.31,8.11
2025-09-01,Notebook,Books,5,223.76,170.03,53.73,34.01
2025-09-01,Eraser,Writing,3,16.19,12.62,3.57,4.21
2025-09-01,Tape,Accessories,4,168.27,117.12,51.15,29.28
2025-09-02,Pen,Writing,1,13.7,9.18,4.52,9.18
2025-09-02,Marker,Writing,3,110.73,75.64,35.08,25.21
2025-09-02,Pencil,Writing,3,28.03,18.75,9.28,6.25
2025-09-02,Stapler,Accessories,3,349.88,284.66,65.22,94.89
2025-09-02,Tape,Accessories,5,177.53,145.93,31.6,29.19
2025-09-02,Folder,Storage,4,264.8,178.43,86.37,44.61
2025-09-02,Paper Pack,Paper,4,790.57,648.1,142.46,162.03
2025-09-03,Pen,Writing,2,24.01,16.62,7.4,8.31
2025-09-03,Pencil,Writing,2,11.33,9.16,2.18,4.58
2025-09-03,Stapler,Accessories,5,635.06,448.89,186.16,89.78
2025-09-03,Paper Pack,Paper,2,502.36,347.32,155.04,173.66
2025-09-03,Highlighter,Writing,3,53.59,36.18,17.41,12.06
2025-09-04,Pen,Writing,1,9.75,7.75,2.0,7.75
2025-09-04,Notebook,Books,3,177.25,146.79,30.46,48.93
2025-09-04,Pencil,Writing,2,12.85,9.42,3.43,4.71
2025-09-04,Eraser,Writing,2,12.08,8.52,3.56,4.26
2025-09-04,Tape,Accessories,5,145.48,105.7,39.78,21.14
2025-09-04,Paper Pack,Paper,4,649.39,515.04,134.35,128.76
2025-09-05,Pen,Writing,1,10.23,7.98,2.25,7.98
2025-09-05,Notebook,Books,3,164.66,113.44,51.22,37.81
2025-09-05,Tape,Accessories,2,63.4,45.19,18.21,22.6
2025-09-06,Pen,Writing,5,62.25,45.32,16.93,9.06
2025-09-06,Stapler,Accessories,5,852.49,574.03,278.46,114.81
2025-09-06,Tape,Accessories,1,39.09,26.28,12.81,26.28
2025-09-06,Folder,Storage,1,41.23,29.16,12.06,29.16
2025-09-06,Paper Pack,Paper,4,666.33,495.39,170.94,123.85
2025-09-06,Highlighter,Writing,2,57.75,42.77,14.98,21.38
2025-09-07,Notebook,Books,1,55.22,37.6,17.62,37.6
2025-09-07,Marker,Writing,2,68.2,47.81,20.39,23.91
2025-09-07,Pencil,Writing,3,28.64,22.92,5.72,7.64
2025-09-07,Eraser,Writing,2,7.54,5.77,1.77,2.88
2025-09-07,Stapler,Accessories,3,429.48,336.14,93.34,112.05
2025-09-07,Folder,Storage,2,119.25,95.35,23.9,47.67
2025-09-07,Highlighter,Writing,4,69.73,51.41,18.32,12.85
2025-09-08,Pen,Writing,3,24.01,19.56,4.46,6.52
2025-09-08,Notebook,Books,1,61.53,45.44,16.09,45.44
2025-09-08,Marker,Writing,3,70.86,50.86,19.99,16.95
2025-09-08,Pencil,Writing,5,35.09,28.62,6.47,5.72
2025-09-08,Eraser,Writing,2,8.55,6.12,2.43,3.06
2025-09-08,Stapler,Accessories,5,579.5,476.41,103.1,95.28
2025-09-08,Tape,Accessories,5,138.88,103.9,34.98,20.78
2025-09-08,Paper Pack,Paper,1,200.57,153.98,46.58,153.98
2025-09-08,Highlighter,Writing,3,77.16,60.85,16.3,20.28
2025-09-09,Pen,Writing,3,33.24,26.98,6.26,8.99
2025-09-09,Pencil,Writing,4,27.56,21.78,5.78,5.45
2025-09-09,Eraser,Writing,5,31.74,21.43,10.31,4.29
2025-09-09,Tape,Accessories,5,171.92,123.93,47.99,24.79
2025-09-09,Folder,Storage,2,93.43,63.4,30.03,31.7
2025-09-10,Pen,Writing,2,13.5,10.28,3.21,5.14
2025-09-10,Marker,Writing,4,168.63,113.89,54.74,28.47
2025-09-10,Stapler,Accessories,5,888.48,602.86,285.62,120.57
2025-09-10,Tape,Accessories,1,44.16,36.11,8.05,36.11
2025-09-10,Folder,Storage,1,72.46,49.14,23.33,49.14
2025-09-10,Paper Pack,Paper,4,1020.13,681.66,338.47,170.41
2025-09-10,Highlighter,Writing,2,32.13,24.91,7.22,12.46
2025-09-11,Pen,Writing,4,44.94,35.63,9.31,8.91
2025-09-11,Notebook,Books,1,60.18,40.27,19.91,40.27
2025-09-11,Pencil,Writing,5,46.74,37.65,9.09,7.53
2025-09-11,Eraser,Writing,2,5.38,4.42,0.96,2.21
2025-09-11,Stapler,Accessories,4,687.76,540.22,147.54,135.06
2025-09-11,Tape,Accessories,5,204.24,144.59,59.65,28.92
2025-09-11,Paper Pack,Paper,1,243.31,180.23,63.08,180.23
2025-09-11,Highlighter,Writing,3,100.45,74.83,25.62,24.94
2025-09-12,Notebook,Books,3,183.6,125.13,58.47,41.71
2025-09-12,Eraser,Writing,2,8.09,6.5,1.58,3.25
2025-09-12,Stapler,Accessories,4,717.56,564.59,152.97,141.15
2025-09-12,Tape,Accessories,5,178.44,132.0,46.44,26.4
2025-09-12,Folder,Storage,1,42.19,29.81,12.38,29.81
2025-09-12,Highlighter,Writing,3,36.65,30.39,6.26,10.13
2025-09-13,Pen,Writing,3,27.38,22.77,4.61,7.59
2025-09-13,Notebook,Books,1,50.29,34.37,15.92,34.37
2025-09-13,Marker,Writing,2,46.13,35.34,10.8,17.67
2025-09-13,Pencil,Writing,5,47.36,35.75,11.61,7.15
2025-09-13,Eraser,Writing,5,14.22,10.44,3.78,2.09
2025-09-13,Stapler,Accessories,2,261.78,188.6,73.18,94.3
2025-09-13,Tape,Accessories,1,39.84,29.6,10.24,29.6
2025-09-13,Folder,Storage,1,68.75,46.72,22.02,46.72
2025-09-13,Paper Pack,Paper,2,449.86,333.8,116.06,166.9
2025-09-13,Highlighter,Writing,5,99.69,68.78,30.92,13.76
2025-09-14,Pen,Writing,2,21.3,15.33,5.97,7.67
2025-09-14,Notebook,Books,2,154.89,115.8,39.09,57.9
2025-09-14,Marker,Writing,3,63.39,47.29,16.1,15.76
2025-09-14,Tape,Accessories,3,97.28,65.05,32.23,21.68
2025-09-14,Paper Pack,Paper,1,235.48,177.19,58.29,177.19
2025-09-14,Highlighter,Writing,4,100.47,78.88,21.58,19.72
2025-09-15,Stapler,Accessories,2,216.1,163.45,52.64,81.73
2025-09-15,Tape,Accessories,4,229.96,159.68,70.28,39.92
2025-09-15,Highlighter,Writing,2,62.55,47.75,14.8,23.88
2025-09-16,Pen,Writing,3,24.14,20.08,4.06,6.69
2025-09-16,Pencil,Writing,3,26.68,18.75,7.92,6.25
2025-09-16,Eraser,Writing,5,25.0,19.34,5.66,3.87
2025-09-16,Stapler,Accessories,5,902.73,683.83,218.9,136.77
2025-09-16,Folder,Storage,4,218.02,148.39,69.63,37.1
2025-09-16,Highlighter,Writing,4,76.45,52.94,23.51,13.23
2025-09-17,Pen,Writing,5,47.88,32.23,15.65,6.45
2025-09-17,Notebook,Books,1,61.53,41.31,20.22,41.31
2025-09-17,Marker,Writing,5,202.39,148.71,53.68,29.74
2025-09-17,Pencil,Writing,1,4.21,3.07,1.14,3.07
2025-09-17,Folder,Storage,5,336.42,237.9,98.52,47.58
2025-09-18,Pen,Writing,1,11.88,8.83,3.05,8.83
2025-09-18,Notebook,Books,1,67.21,46.1,21.11,46.1
2025-09-18,Marker,Writing,1,22.64,16.26,6.39,16.26
2025-09-18,Eraser,Writing,5,12.94,10.47,2.47,2.09
2025-09-18,Folder,Storage,1,38.62,28.31,10.31,28.31
2025-09-18,Paper Pack,Paper,2,363.14,281.71,81.43,140.85
2025-09-18,Highlighter,Writing,1,14.1,11.49,2.61,11.49
2025-09-19,Pen,Writing,4,31.97,22.58,9.39,5.64
2025-09-19,Notebook,Books,5,432.62,294.12,138.49,58.82
2025-09-19,Pencil,Writing,5,29.54,20.89,8.65,4.18
2025-09-19,Stapler,Accessories,4,601.98,486.2,115.78,121.55
2025-09-19,Tape,Accessories,2,97.1,68.01,29.09,34.01
2025-09-19,Folder,Storage,1,33.92,26.97,6.95,26.97
2025-09-19,Paper Pack,Paper,3,800.19,588.07,212.12,196.02
2025-09-19,Highlighter,Writing,3,85.77,65.86,19.91,21.95
2025-09-20,Notebook,Books,1,72.6,54.96,17.64,54.96
2025-09-20,Marker,Writing,5,190.99,129.45,61.53,25.89
2025-09-20,Stapler,Accessories,1,111.24,87.48,23.76,87.48
2025-09-20,Folder,Storage,2,78.09,58.53,19.56,29.26
2025-09-20,Paper Pack,Paper,3,669.9,490.59,179.32,163.53
2025-09-20,Highlighter,Writing,1,26.08,20.09,6.0,20.09
2025-09-21,Pen,Writing,1,9.6,7.49,2.12,7.49
2025-09-21,Marker,Writing,5,101.53,76.59,24.94,15.32
2025-09-21,Eraser,Writing,1,7.13,4.84,2.3,4.84
2025-09-21,Stapler,Accessories,5,879.59,698.39,181.2,139.68
2025-09-21,Folder,Storage,2,89.78,71.44,18.34,35.72
2025-09-21,Paper Pack,Paper,1,205.2,161.54,43.67,161.54
2025-09-21,Highlighter,Writing,5,133.16,93.75,39.41,18.75
2025-09-22,Pen,Writing,4,39.58,30.9,8.68,7.72
2025-09-22,Eraser,Writing,2,9.04,7.17,1.87,3.58
2025-09-22,Stapler,Accessories,3,648.14,449.89,198.26,149.96
2025-09-22,Folder,Storage,3,110.99,86.34,24.64,28.78
2025-09-22,Paper Pack,Paper,5,998.0,815.86,182.14,163.17
2025-09-22,Highlighter,Writing,4,95.65,64.63,31.02,16.16
2025-09-23,Marker,Writing,2,48.64,33.25,15.39,16.63
2025-09-23,Eraser,Writing,2,5.5,4.16,1.34,2.08
2025-09-23,Tape,Accessories,4,149.72,123.22,26.5,30.8
2025-09-23,Folder,Storage,4,211.82,168.0,43.82,42.0
2025-09-24,Notebook,Books,4,199.03,156.14,42.89,39.04
2025-09-24,Marker,Writing,4,85.04,63.7,21.34,15.93
2025-09-24,Pencil,Writing,3,12.23,9.84,2.39,3.28
2025-09-24,Eraser,Writing,3,11.16,8.51,2.65,2.84
2025-09-24,Stapler,Accessories,3,583.31,425.31,158.0,141.77
2025-09-24,Tape,Accessories,5,149.44,121.01,28.43,24.2
2025-09-24,Paper Pack,Paper,1,158.61,121.26,37.35,121.26
2025-09-24,Highlighter,Writing,3,51.51,36.55,14.96,12.18
2025-09-25,Eraser,Writing,1,5.85,4.76,1.09,4.76
2025-09-25,Folder,Storage,5,334.83,240.01,94.82,48.0
2025-09-25,Paper Pack,Paper,5,1305.65,970.67,334.98,194.13
2025-09-25,Highlighter,Writing,4,58.1,43.07,15.03,10.77
2025-09-26,Pen,Writing,4,38.68,27.01,11.67,6.75
2025-09-26,Marker,Writing,2,49.72,34.54,15.18,17.27
2025-09-26,Eraser,Writing,4,10.73,8.57,2.17,2.14
2025-09-26,Tape,Accessories,4,152.77,111.22,41.55,27.8
2025-09-26,Paper Pack,Paper,2,493.53,395.53,97.99,197.77
2025-09-26,Highlighter,Writing,3,66.6,47.58,19.02,15.86
2025-09-27,Pen,Writing,2,21.96,15.44,6.52,7.72
2025-09-27,Pencil,Writing,2,7.49,6.11,1.39,3.05
2025-09-27,Eraser,Writing,3,8.14,6.16,1.97,2.05
2025-09-27,Stapler,Accessories,4,733.83,505.78,228.05,126.44
2025-09-27,Tape,Accessories,2,79.89,58.92,20.97,29.46
2025-09-27,Folder,Storage,2,124.4,92.13,32.27,46.06
2025-09-27,Highlighter,Writing,4,102.17,78.29,23.88,19.57
2025-09-28,Notebook,Books,1,81.97,55.07,26.9,55.07
2025-09-28,Tape,Accessories,5,223.25,156.27,66.98,31.25
2025-09-28,Paper Pack,Paper,5,872.17,641.0,231.17,128.2
2025-09-28,Highlighter,Writing,1,15.99,12.14,3.85,12.14
2025-09-29,Notebook,Books,4,262.52,203.8,58.72,50.95
2025-09-29,Eraser,Writing,3,14.87,12.33,2.55,4.11
2025-09-29,Tape,Accessories,5,180.31,137.62,42.69,27.52
2025-09-29,Folder,Storage,4,271.12,184.86,86.25,46.22
2025-09-29,Paper Pack,Paper,5,1052.31,711.01,341.3,142.2
2025-09-30,Pen,Writing,5,38.1,27.11,10.99,5.42
2025-09-30,Marker,Writing,4,99.87,81.57,18.31,20.39
2025-09-30,Pencil,Writing,1,6.43,4.58,1.85,4.58
2025-09-30,Stapler,Accessories,1,177.26,130.2,47.06,130.2
2025-09-30,Tape,Accessories,2,54.18,43.78,10.41,21.89
2025-09-30,Folder,Storage,4,265.94,190.03,75.91,47.51
2025-09-30,Paper Pack,Paper,4,996.23,688.31,307.92,172.08
2025-09-30,Highlighter,Writing,5,170.29,123.5,46.79,24.7
2025-10-01,Notebook,Books,4,150.87,121.21,29.65,30.3
2025-10-01,Pencil,Writing,2,15.25,11.41,3.85,5.7
2025-10-01,Tape,Accessories,4,133.05,99.22,33.83,24.8
2025-10-01,Folder,Storage,4,250.25,180.08,70.17,45.02
2025-10-01,Paper Pack,Paper,1,260.83,186.42,74.42,186.42
2025-10-01,Highlighter,Writing,3,75.95,53.66,22.29,17.89
2025-10-02,Pen,Writing,5,72.17,49.2,22.97,9.84
2025-10-02,Marker,Writing,1,36.23,24.68,11.54,24.68
2025-10-02,Eraser,Writing,5,20.29,13.99,6.3,2.8
2025-10-02,Stapler,Accessories,1,181.98,130.91,51.07,130.91
2025-10-02,Tape,Accessories,4,137.96,102.23,35.73,25.56
2025-10-02,Folder,Storage,4,260.95,185.7,75.26,46.42
2025-10-02,Highlighter,Writing,4,136.47,97.61,38.86,24.4
2025-10-03,Pen,Writing,5,46.27,32.48,13.79,6.5
2025-10-03,Notebook,Books,4,293.82,222.79,71.03,55.7
2025-10-03,Marker,Writing,2,81.05,56.58,24.47,28.29
2025-10-03,Stapler,Accessories,4,548.2,450.28,97.92,112.57
2025-10-03,Tape,Accessories,1,34.34,23.14,11.21,23.14
2025-10-03,Paper Pack,Paper,2,382.01,268.94,113.07,134.47
2025-10-03,Highlighter,Writing,1,25.39,17.73,7.67,17.73
2025-10-04,Pen,Writing,5,51.23,34.47,16.76,6.89
2025-10-04,Eraser,Writing,4,11.57,8.39,3.18,2.1
2025-10-04,Stapler,Accessories,3,492.77,370.7,122.07,123.57
2025-10-04,Tape,Accessories,4,220.79,147.29,73.5,36.82
2025-10-04,Folder,Storage,1,54.61,43.03,11.58,43.03
2025-10-05,Pencil,Writing,2,18.98,14.52,4.46,7.26
2025-10-05,Eraser,Writing,1,6.01,4.3,1.71,4.3
2025-10-06,Pen,Writing,4,31.05,22.54,8.51,5.63
2025-10-06,Notebook,Books,3,188.66,126.52,62.14,42.17
2025-10-06,Marker,Writing,2,64.97,44.77,20.19,22.39
2025-10-06,Pencil,Writing,1,7.76,6.02,1.74,6.02
2025-10-06,Eraser,Writing,1,4.22,3.17,1.05,3.17
2025-10-06,Tape,Accessories,2,89.76,71.22,18.54,35.61
2025-10-06,Folder,Storage,2,111.46,92.06,19.4,46.03
2025-10-06,Highlighter,Writing,4,138.22,94.91,43.31,23.73
2025-10-07,Notebook,Books,1,79.71,55.37,24.35,55.37
2025-10-07,Marker,Writing,5,165.48,131.04,34.44,26.21
2025-10-07,Pencil,Writing,2,10.43,8.26,2.18,4.13
2025-10-07,Stapler,Accessories,5,1018.39,717.71,300.67,143.54
2025-10-07,Folder,Storage,5,294.97,232.3,62.67,46.46
2025-10-07,Paper Pack,Paper,5,1016.84,688.18,328.66,137.64
2025-10-08,Pen,Writing,3,30.27,21.9,8.37,7.3
2025-10-08,Notebook,Books,1,60.84,46.77,14.07,46.77
2025-10-08,Marker,Writing,1,22.28,16.29,5.99,16.29
2025-10-08,Pencil,Writing,2,19.15,13.44,5.71,6.72
2025-10-08,Eraser,Writing,5,22.59,18.78,3.8,3.76
2025-10-08,Folder,Storage,5,234.9,160.4,74.49,32.08
2025-10-08,Paper Pack,Paper,5,924.8,673.53,251.28,134.71
2025-10-08,Highlighter,Writing,4,110.07,89.12,20.94,22.28
2025-10-09,Notebook,Books,2,112.64,93.73,18.91,46.86
2025-10-09,Marker,Writing,4,146.57,98.21,48.36,24.55
2025-10-09,Eraser,Writing,5,21.32,15.56,5.77,3.11
2025-10-09,Paper Pack,Paper,2,403.62,310.02,93.6,155.01
2025-10-10,Pen,Writing,5,59.81,44.76,15.05,8.95
2025-10-10,Notebook,Books,3,237.78,166.9,70.88,55.63
2025-10-10,Marker,Writing,4,110.89,75.12,35.77,18.78
2025-10-10,Pencil,Writing,1,8.53,5.75,2.78,5.75
2025-10-10,Eraser,Writing,1,4.41,3.57,0.84,3.57
2025-10-10,Stapler,Accessories,4,752.55,582.24,170.31,145.56
2025-10-10,Paper Pack,Paper,1,181.78,128.15,53.64,128.15
2025-10-10,Highlighter,Writing,5,102.97,81.7,21.26,16.34
2025-10-11,Pen,Writing,5,59.21,41.3,17.92,8.26
2025-10-11,Pencil,Writing,3,20.18,14.18,6.0,4.73
2025-10-11,Eraser,Writing,4,13.52,9.66,3.86,2.42
2025-10-11,Stapler,Accessories,2,226.88,169.7,57.18,84.85
2025-10-11,Folder,Storage,2,103.44,72.49,30.95,36.25
2025-10-11,Highlighter,Writing,3,45.97,34.07,11.9,11.36
2025-10-12,Pen,Writing,4,53.31,37.93,15.39,9.48
2025-10-12,Marker,Writing,2,57.06,43.14,13.92,21.57
2025-10-12,Pencil,Writing,4,25.97,20.36,5.61,5.09
2025-10-12,Eraser,Writing,2,11.46,8.38,3.08,4.19
2025-10-12,Stapler,Accessories,3,445.42,312.81,132.61,104.27
2025-10-12,Paper Pack,Paper,4,655.03,528.63,126.39,132.16
2025-10-12,Highlighter,Writing,4,66.78,54.78,12.0,13.7
2025-10-13,Pen,Writing,5,54.53,40.19,14.34,8.04
2025-10-13,Marker,Writing,1,26.99,18.5,8.5,18.5
2025-10-13,Pencil,Writing,5,37.28,28.24,9.04,5.65
2025-10-13,Eraser,Writing,5,22.18,18.15,4.03,3.63
2025-10-13,Tape,Accessories,2,98.71,72.13,26.58,36.06
2025-10-13,Highlighter,Writing,2,40.64,31.47,9.17,15.74
2025-10-14,Pen,Writing,4,32.45,24.54,7.9,6.14
2025-10-14,Pencil,Writing,3,27.83,18.92,8.91,6.31
2025-10-14,Eraser,Writing,1,4.2,3.32,0.88,3.32
2025-10-14,Stapler,Accessories,1,128.14,90.78,37.36,90.78
2025-10-14,Tape,Accessories,5,233.29,159.13,74.16,31.83
2025-10-14,Highlighter,Writing,2,52.54,43.6,8.95,21.8
2025-10-15,Pen,Writing,2,24.18,18.07,6.11,9.04
2025-10-15,Notebook,Books,1,52.98,42.5,10.48,42.5
2025-10-15,Eraser,Writing,5,20.11,13.57,6.54,2.71
2025-10-15,Stapler,Accessories,3,564.92,405.89,159.02,135.3
2025-10-15,Highlighter,Writing,3,62.2,48.36,13.84,16.12
2025-10-16,Pen,Writing,1,9.94,7.94,2.0,7.94
2025-10-16,Marker,Writing,2,77.13,59.98,17.16,29.99
2025-10-16,Pencil,Writing,3,21.98,18.03,3.95,6.01
2025-10-16,Stapler,Accessories,2,376.48,296.51,79.97,148.26
2025-10-16,Folder,Storage,5,325.11,233.75,91.36,46.75
2025-10-16,Paper Pack,Paper,3,609.54,428.94,180.6,142.98
2025-10-16,Highlighter,Writing,2,46.73,37.64,9.09,18.82
2025-10-17,Pen,Writing,5,48.66,37.58,11.08,7.52
2025-10-17,Tape,Accessories,5,164.95,133.3,31.66,26.66
2025-10-17,Folder,Storage,5,235.82,183.42,52.4,36.68
2025-10-17,Highlighter,Writing,3,45.08,36.66,8.42,12.22
2025-10-18,Pen,Writing,4,32.66,24.39,8.27,6.1
2025-10-18,Notebook,Books,1,69.3,52.18,17.11,52.18
2025-10-18,Marker,Writing,3,65.29,53.08,12.21,17.69
2025-10-18,Pencil,Writing,3,28.12,20.93,7.18,6.98
2025-10-18,Eraser,Writing,4,21.36,14.43,6.93,3.61
2025-10-18,Stapler,Accessories,4,695.08,465.69,229.39,116.42
2025-10-18,Folder,Storage,2,71.82,53.0,18.83,26.5
2025-10-18,Paper Pack,Paper,1,225.47,152.4,73.07,152.4
2025-10-18,Highlighter,Writing,5,109.92,74.24,35.68,14.85
2025-10-19,Pen,Writing,3,28.41,20.5,7.91,6.83
2025-10-19,Notebook,Books,4,262.08,190.27,71.81,47.57
2025-10-19,Eraser,Writing,3,17.5,13.54,3.97,4.51
2025-10-19,Stapler,Accessories,4,567.36,383.49,183.86,95.87
2025-10-19,Paper Pack,Paper,5,1091.69,851.18,240.51,170.24
2025-10-20,Notebook,Books,1,71.85,58.73,13.12,58.73
2025-10-20,Marker,Writing,5,127.41,98.62,28.79,19.72
2025-10-20,Pencil,Writing,5,33.78,27.58,6.2,5.52
2025-10-20,Stapler,Accessories,3,416.7,331.28,85.42,110.43
2025-10-20,Tape,Accessories,2,72.4,50.62,21.78,25.31
2025-10-20,Folder,Storage,4,217.33,146.55,70.78,36.64
2025-10-20,Highlighter,Writing,5,152.17,113.15,39.02,22.63
2025-10-21,Notebook,Books,5,380.71,289.5,91.21,57.9
2025-10-21,Marker,Writing,2,48.2,33.46,14.74,16.73
2025-10-21,Pencil,Writing,1,5.23,4.15,1.08,4.15
2025-10-21,Eraser,Writing,3,10.17,8.36,1.8,2.79
2025-10-21,Stapler,Accessories,1,178.7,136.08,42.61,136.08
2025-10-21,Folder,Storage,3,201.55,144.53,57.02,48.18
2025-10-21,Paper Pack,Paper,4,886.01,601.4,284.61,150.35
2025-10-22,Pen,Writing,4,46.71,37.32,9.39,9.33
2025-10-22,Pencil,Writing,5,34.97,25.08,9.9,5.02
2025-10-22,Tape,Accessories,5,188.6,151.16,37.44,30.23
2025-10-22,Folder,Storage,1,47.77,36.88,10.89,36.88
2025-10-22,Highlighter,Writing,5,161.93,110.9,51.03,22.18
2025-10-23,Notebook,Books,1,65.64,52.9,12.75,52.9
2025-10-23,Marker,Writing,3,127.62,88.8,38.82,29.6
2025-10-23,Pencil,Writing,3,18.88,15.7,3.17,5.23
2025-10-23,Stapler,Accessories,3,539.25,382.23,157.02,127.41
2025-10-23,Folder,Storage,1,72.85,49.22,23.62,49.22
2025-10-23,Highlighter,Writing,1,30.14,22.76,7.38,22.76
2025-10-24,Pen,Writing,2,19.51,16.02,3.49,8.01
2025-10-24,Notebook,Books,4,245.5,172.33,73.17,43.08
2025-10-24,Eraser,Writing,2,9.99,7.05,2.94,3.53
2025-10-24,Stapler,Accessories,1,179.41,138.98,40.44,138.98
2025-10-24,Tape,Accessories,1,47.31,36.1,11.22,36.1
2025-10-24,Highlighter,Writing,3,49.9,33.75,16.15,11.25
2025-10-25,Pen,Writing,1,10.27,7.28,3.0,7.28
2025-10-25,Marker,Writing,1,25.8,17.8,8.0,17.8
2025-10-25,Eraser,Writing,5,22.04,15.19,6.85,3.04
2025-10-25,Stapler,Accessories,4,469.38,389.64,79.74,97.41
2025-10-25,Tape,Accessories,2,64.4,47.66,16.74,23.83
2025-10-25,Paper Pack,Paper,4,739.2,503.46,235.75,125.86
2025-10-25,Highlighter,Writing,4,132.43,89.01,43.42,22.25
2025-10-26,Marker,Writing,3,108.0,77.97,30.02,25.99
2025-10-26,Pencil,Writing,3,24.42,19.0,5.42,6.33
2025-10-26,Eraser,Writing,1,4.91,3.36,1.54,3.36
2025-10-26,Folder,Storage,4,174.36,126.6,47.76,31.65
2025-10-26,Paper Pack,Paper,1,195.41,132.05,63.36,132.05
2025-10-26,Highlighter,Writing,4,125.3,87.1,38.2,21.78
2025-10-27,Pen,Writing,3,38.26,28.17,10.09,9.39
2025-10-27,Marker,Writing,2,75.69,56.64,19.06,28.32
2025-10-27,Pencil,Writing,2,22.41,15.11,7.3,7.55
2025-10-27,Eraser,Writing,4,18.4,13.24,5.17,3.31
2025-10-27,Stapler,Accessories,3,409.17,321.5,87.67,107.17
2025-10-27,Folder,Storage,4,152.09,101.94,50.15,25.49
2025-10-27,Paper Pack,Paper,5,923.55,673.05,250.5,134.61
2025-10-28,Pen,Writing,1,6.44,5.04,1.4,5.04
2025-10-28,Notebook,Books,5,310.44,222.63,87.81,44.53
2025-10-28,Marker,Writing,3,94.17,72.84,21.34,24.28
2025-10-28,Pencil,Writing,4,30.88,21.64,9.24,5.41
2025-10-28,Eraser,Writing,4,15.18,11.72,3.47,2.93
2025-10-28,Folder,Storage,4,178.73,120.14,58.59,30.03
2025-10-28,Highlighter,Writing,2,54.23,39.92,14.31,19.96
2025-10-29,Marker,Writing,3,79.67,63.36,16.31,21.12
2025-10-29,Pencil,Writing,4,34.26,28.09,6.17,7.02
2025-10-29,Stapler,Accessories,5,602.39,442.87,159.53,88.57
2025-10-29,Folder,Storage,1,34.35,26.76,7.59,26.76
2025-10-29,Paper Pack,Paper,3,796.5,540.56,255.94,180.19
2025-10-29,Highlighter,Writing,2,59.85,47.53,12.32,23.77
2025-10-30,Eraser,Writing,4,11.87,8.56,3.31,2.14
2025-10-30,Folder,Storage,5,289.38,202.23,87.16,40.45
2025-10-30,Paper Pack,Paper,5,1224.85,956.09,268.76,191.22
2025-10-31,Pen,Writing,4,36.6,25.75,10.85,6.44
2025-10-31,Notebook,Books,2,137.81,97.75,40.06,48.88
2025-10-31,Pencil,Writing,3,20.3,15.87,4.42,5.29
2025-10-31,Eraser,Writing,5,29.03,22.27,6.77,4.45
2025-10-31,Tape,Accessories,2,109.53,78.48,31.06,39.24
2025-10-31,Folder,Storage,4,190.7,150.14,40.55,37.54
2025-10-31,Paper Pack,Paper,5,976.84,725.92,250.91,145.18
2025-10-31,Highlighter,Writing,3,74.46,56.67,17.79,18.89
2025-11-01,Pen,Writing,2,23.62,19.15,4.48,9.57
2025-11-01,Stapler,Accessories,5,988.69,668.15,320.54,133.63
2025-11-01,Folder,Storage,2,114.83,93.75,21.08,46.87
2025-11-01,Highlighter,Writing,5,91.16,68.96,22.2,13.79
2025-11-02,Pen,Writing,2,28.59,19.44,9.15,9.72
2025-11-02,Marker,Writing,1,33.11,24.17,8.94,24.17
2025-11-02,Folder,Storage,3,172.22,115.56,56.67,38.52
2025-11-02,Paper Pack,Paper,5,1163.62,943.73,219.89,188.75
2025-11-03,Pen,Writing,1,8.75,7.21,1.54,7.21
2025-11-03,Notebook,Books,4,244.7,176.81,67.89,44.2
2025-11-03,Eraser,Writing,4,18.49,14.38,4.1,3.6
2025-11-03,Stapler,Accessories,3,463.73,340.82,122.9,113.61
2025-11-03,Tape,Accessories,4,218.6,148.27,70.33,37.07
2025-11-03,Folder,Storage,3,135.27,99.05,36.22,33.02
2025-11-03,Paper Pack,Paper,2,473.68,355.26,118.42,177.63
2025-11-03,Highlighter,Writing,1,24.06,20.05,4.01,20.05
2025-11-04,Notebook,Books,3,167.86,124.76,43.1,41.59
2025-11-04,Marker,Writing,5,104.48,84.46,20.02,16.89
2025-11-04,Pencil,Writing,2,15.07,10.3,4.76,5.15
2025-11-04,Eraser,Writing,4,25.71,17.16,8.54,4.29
2025-11-04,Tape,Accessories,5,158.16,114.05,44.11,22.81
2025-11-04,Folder,Storage,1,49.63,38.62,11.01,38.62
2025-11-05,Notebook,Books,1,44.47,31.93,12.54,31.93
2025-11-05,Marker,Writing,3,70.18,52.13,18.05,17.38
2025-11-05,Pencil,Writing,2,19.47,14.02,5.45,7.01
2025-11-05,Eraser,Writing,5,28.26,23.32,4.95,4.66
2025-11-05,Folder,Storage,4,174.66,140.24,34.42,35.06
2025-11-05,Paper Pack,Paper,1,188.81,144.26,44.54,144.26
2025-11-05,Highlighter,Writing,5,169.92,122.95,46.97,24.59
2025-11-06,Pen,Writing,1,8.47,6.23,2.24,6.23
2025-11-06,Notebook,Books,5,261.62,181.18,80.45,36.24
2025-11-06,Eraser,Writing,4,18.82,14.88,3.94,3.72
2025-11-06,Folder,Storage,5,187.41,154.26,33.16,30.85
